created_at,id,text,user_id,user_screen_name
Sat Jun 10 08:20:38 +0000 2017,873454849005940737,RT @15temmuzgercegi: 6. @kilicdarogluk eğer darbeciler bu talimatı vermiş olsaydı... https://t.co/PBalwTCtLG,822423903112929280,sabircaglayani
Sat Jun 10 08:20:42 +0000 2017,873454865778827264,"RT @yourmotherlove3: News flash! Life is cheap in China.
They also will kill, torture any animal,eat anything.. alive, drown babies in b… ",804880855801864192,Michael39621239
Sat Jun 10 08:20:42 +0000 2017,873454865778827264,"RT @yourmotherlove3: News flash! Life is cheap in China.
They also will kill, torture any animal,eat anything.. alive, drown babies in b… ",804880855801864192,Michael39621239
Sat Jun 10 09:15:00 +0000 2017,873468530817105920,"Wesley Sneijder admits he had to make sacrifices to be Netherlands' most-capped player. #Sneijder131 

""I have alwa… https://t.co/jTAYU5YK3Z",365854454,SBOBET
Sat Jun 10 07:27:33 +0000 2017,873441490122493952,RT @yagizefe: Silivridedeki askerlerin avukatlarını açık açık tehdit ediyor .. https://t.co/43cr9Ibnei,2309334392,maktas43
Sat Jun 10 07:27:33 +0000 2017,873441490122493952,RT @yagizefe: Silivridedeki askerlerin avukatlarını açık açık tehdit ediyor .. https://t.co/43cr9Ibnei,2309334392,maktas43
Sat Jun 10 11:57:38 +0000 2017,873509458827235329,"RT @sakirtmen57: 🚨LİNKE TIKLAYIP ŞİKAYET EDELİM

https://t.co/szeK8Pyvqi

Şu kazak taylasan #HOCAMİZ aleyhinde konuşuyor #youtube da… ",817323211922833409,MuhendsBeyfendi
Sat Jun 10 11:57:38 +0000 2017,873509458827235329,"RT @sakirtmen57: 🚨LİNKE TIKLAYIP ŞİKAYET EDELİM

https://t.co/szeK8Pyvqi

Şu kazak taylasan #HOCAMİZ aleyhinde konuşuyor #youtube da… ",817323211922833409,MuhendsBeyfendi
Sat Jun 10 08:03:32 +0000 2017,873450545624883201,RT @resithaylamaz_1: Sadakat testine var mısınız? https://t.co/aKYz966ofO,3385062173,muhkem43
Sat Jun 10 08:03:32 +0000 2017,873450545624883201,RT @resithaylamaz_1: Sadakat testine var mısınız? https://t.co/aKYz966ofO,3385062173,muhkem43
Sat Jun 10 11:57:45 +0000 2017,873509488170500096,"RT @HTKWT: ::فقرة من كتاب::
الحلقة (6) 🎬
ضمانات حسن سير الحكم بالإسلام 
إعداد وتقديم: م/ أسامة الثويني
https://t.co/eFge1Gg82H",2522584958,gha556677
Sat Jun 10 11:57:45 +0000 2017,873509488170500096,"RT @HTKWT: ::فقرة من كتاب::
الحلقة (6) 🎬
ضمانات حسن سير الحكم بالإسلام 
إعداد وتقديم: م/ أسامة الثويني
https://t.co/eFge1Gg82H",2522584958,gha556677
Sat Jun 10 10:46:57 +0000 2017,873491670771400704,"RT @yagizefe: Rabbime şükürler olsun ki, Hizmet Hareketi işidin hamisi Erdoğan'dan paklandı. https://t.co/1Wt8QU2hqj",2365867570,AnGeLiNacmcm
Sat Jun 10 10:46:57 +0000 2017,873491670771400704,"RT @yagizefe: Rabbime şükürler olsun ki, Hizmet Hareketi işidin hamisi Erdoğan'dan paklandı. https://t.co/1Wt8QU2hqj",2365867570,AnGeLiNacmcm
Sat Jun 10 09:33:13 +0000 2017,873473115199819776,RT @yagizefe: Silivridedeki askerlerin avukatlarını açık açık tehdit ediyor .. https://t.co/43cr9Ibnei,757482512134397952,hndk2130
Sat Jun 10 09:33:13 +0000 2017,873473115199819776,RT @yagizefe: Silivridedeki askerlerin avukatlarını açık açık tehdit ediyor .. https://t.co/43cr9Ibnei,757482512134397952,hndk2130
Sat Jun 10 10:28:40 +0000 2017,873487069619916800,"RT @toprak_ol: CANLI YAYIN-BUGÜN
Hocaefendi ile Mukabele (2)

ABD saati 07:00 PM
TR saati Gece 02:00
EU saati Gece 01:00

Mecralar: https:/…",758582772999086080,sebahattindur13
Sat Jun 10 10:28:40 +0000 2017,873487069619916800,"RT @toprak_ol: CANLI YAYIN-BUGÜN
Hocaefendi ile Mukabele (2)

ABD saati 07:00 PM
TR saati Gece 02:00
EU saati Gece 01:00

Mecralar: https:/…",758582772999086080,sebahattindur13
Sat Jun 10 10:11:22 +0000 2017,873482715944951809,RT @Furiouskurd: Another great thread by the always excellent @JoumanaGebara https://t.co/af9JPxRBL3,4830696327,stankom3
Sat Jun 10 10:11:22 +0000 2017,873482715944951809,RT @Furiouskurd: Another great thread by the always excellent @JoumanaGebara https://t.co/af9JPxRBL3,4830696327,stankom3
Sat Jun 10 08:04:18 +0000 2017,873450738562682881,RT @yagizefe: Silivridedeki askerlerin avukatlarını açık açık tehdit ediyor .. https://t.co/43cr9Ibnei,798556525748883456,littlep28401715
Sat Jun 10 08:04:18 +0000 2017,873450738562682881,RT @yagizefe: Silivridedeki askerlerin avukatlarını açık açık tehdit ediyor .. https://t.co/43cr9Ibnei,798556525748883456,littlep28401715
Sat Jun 10 08:22:33 +0000 2017,873455331342417920,"RT @MuhtarLetonya: CB'ı her gün rapor alıyorum diyor ya ;
Hakim ""suçsuz olduğunuzu biliyorum, ama tutuklamak zorundayım"" demeleri bu sebepl…",822423903112929280,sabircaglayani
Sat Jun 10 11:39:03 +0000 2017,873504782161502209,@MrDeivid__ Que clan estas negro,1292580415,byHelperYT
Sat Jun 10 10:47:53 +0000 2017,873491905664884737,Dark Ages Death Cult. https://t.co/nYPZWUiDgB,74245749,S_Vandervelde
Sat Jun 10 07:10:51 +0000 2017,873437287421542404,"RT @yagizefe: Rabbime şükürler olsun ki, Hizmet Hareketi işidin hamisi Erdoğan'dan paklandı. https://t.co/1Wt8QU2hqj",755470116394004480,thakumegih
Sat Jun 10 07:10:51 +0000 2017,873437287421542404,"RT @yagizefe: Rabbime şükürler olsun ki, Hizmet Hareketi işidin hamisi Erdoğan'dan paklandı. https://t.co/1Wt8QU2hqj",755470116394004480,thakumegih
Sat Jun 10 11:59:40 +0000 2017,873509970511368192,RT @Heci19722: Donek Kılıçdaroğlu kan kaybından ve itibarsızlaşınca Yanlız kalınca hdp ye sığındı.seni herkes iyi tanıyor sana ord… ,838455816646701057,ulus_topl2
Sat Jun 10 09:17:09 +0000 2017,873469071865634817,"RT @pepperm4n: On the Raqqa West front, after the liberation of Sabahiye neighbourhood, SDF entered in Romaniye neighbourhood https://t.co/…",114955534,berhem
Sat Jun 10 09:17:09 +0000 2017,873469071865634817,"RT @pepperm4n: On the Raqqa West front, after the liberation of Sabahiye neighbourhood, SDF entered in Romaniye neighbourhood https://t.co/…",114955534,berhem
Sat Jun 10 09:17:09 +0000 2017,873469071865634817,"RT @pepperm4n: On the Raqqa West front, after the liberation of Sabahiye neighbourhood, SDF entered in Romaniye neighbourhood https://t.co/…",114955534,berhem
Sat Jun 10 10:48:50 +0000 2017,873492144752914432,"RT @curdistani: Isgalci oldugu topraklarda kicina tekmeyi vurduklarinin yildonumu diyemiyorda Hicaz savunmasi diyor,kime karsi kimi… ",846871155856343044,Tazmany_2906Sim
Sat Jun 10 10:48:50 +0000 2017,873492144752914432,"RT @curdistani: Isgalci oldugu topraklarda kicina tekmeyi vurduklarinin yildonumu diyemiyorda Hicaz savunmasi diyor,kime karsi kimi… ",846871155856343044,Tazmany_2906Sim
Sat Jun 10 11:05:11 +0000 2017,873496259365097472,"RT @AmyMek: They Tell Us Their Plans 👉START Believing Them! 

Honest Muslim Cleric explains Islam's Plan to Enslave the West.… ",133325325,LibertyAllDAY
Sat Jun 10 11:05:11 +0000 2017,873496259365097472,"RT @AmyMek: They Tell Us Their Plans 👉START Believing Them! 

Honest Muslim Cleric explains Islam's Plan to Enslave the West.… ",133325325,LibertyAllDAY
Sat Jun 10 11:40:59 +0000 2017,873505268696588292,"RT @Irongear88: @Xevlii OH
MY
GOOOOOOOOOOOOOOOOOOOD",868666400843456514,TheKazumaSatou
Sat Jun 10 11:40:59 +0000 2017,873505268696588292,"RT @Irongear88: @Xevlii OH
MY
GOOOOOOOOOOOOOOOOOOOD",868666400843456514,TheKazumaSatou
Sat Jun 10 07:49:29 +0000 2017,873447009851777024,RT @sosyalmedya661: Dünya barış endeksinde nasıl 163 ülke içinde 146'ncı olduk biliyor musunuz? Masumiyet karinesini yerle bir ederek! http…,1723240146,AyseKural8
Sat Jun 10 07:49:29 +0000 2017,873447009851777024,RT @sosyalmedya661: Dünya barış endeksinde nasıl 163 ülke içinde 146'ncı olduk biliyor musunuz? Masumiyet karinesini yerle bir ederek! http…,1723240146,AyseKural8
Sat Jun 10 09:54:46 +0000 2017,873478538434924544,RT @halislevent: Hafız olan Aziz Nesin ve binlercesini ateist yapan şey hocaların yanlış tutumları ve kafalarındaki sorulara cevap verememi…,2349433110,woodsbarryking
Sat Jun 10 09:54:46 +0000 2017,873478538434924544,RT @halislevent: Hafız olan Aziz Nesin ve binlercesini ateist yapan şey hocaların yanlış tutumları ve kafalarındaki sorulara cevap verememi…,2349433110,woodsbarryking
Sat Jun 10 10:31:03 +0000 2017,873487669405388800,"RT @AzadiRojava: Footage of heavy clashes w daesh in Xatuniyê, W Raqqa
#SDF
#YPGPressOffice https://t.co/TFz16Iq3vy",749587636310904832,DemMatrix
Sat Jun 10 10:31:03 +0000 2017,873487669405388800,"RT @AzadiRojava: Footage of heavy clashes w daesh in Xatuniyê, W Raqqa
#SDF
#YPGPressOffice https://t.co/TFz16Iq3vy",749587636310904832,DemMatrix
Sat Jun 10 10:49:35 +0000 2017,873492333483970560,#Saya_Bersama_HTI https://t.co/K3Ms8SdjHr,869979647282479105,aliyah_ukhty
Sat Jun 10 08:24:02 +0000 2017,873455704639721472,"RT @tubacabuk_: I personally thank you, everyone, who gets interested in #freemustafaemrecabuk  @GovernmentGeo https://t.co/kJul8oQQ5f",346612013,Ozcan_Keles
Sat Jun 10 08:43:06 +0000 2017,873460502915166208,"RT @PeriscopeCo: @Alexpettitt Thank you for being a part of it all, Alex. We know where you take us next will continue to blow our minds! 💚💙",795750985620738049,helgasun2
Sat Jun 10 08:43:06 +0000 2017,873460502915166208,"RT @PeriscopeCo: @Alexpettitt Thank you for being a part of it all, Alex. We know where you take us next will continue to blow our minds! 💚💙",795750985620738049,helgasun2
Sat Jun 10 11:24:38 +0000 2017,873501154096951296,RT @fatihakalan: Tanju Çolak MAFYA operasyonunda gözaltına alınmış. https://t.co/lje5aIArIG,751802969230807040,outspector10
Sat Jun 10 11:24:38 +0000 2017,873501154096951296,RT @fatihakalan: Tanju Çolak MAFYA operasyonunda gözaltına alınmış. https://t.co/lje5aIArIG,751802969230807040,outspector10
Sat Jun 10 11:06:46 +0000 2017,873496657811341312,"RT @erkamtufan: Erdoğan ‘Katarın bugüne kadar teröre destek verdiğini ben duymadım” demiş. 

Bozacının şahidi şıracı",788415767968681984,mercan1255
Sat Jun 10 11:06:46 +0000 2017,873496657811341312,"RT @erkamtufan: Erdoğan ‘Katarın bugüne kadar teröre destek verdiğini ben duymadım” demiş. 

Bozacının şahidi şıracı",788415767968681984,mercan1255
Sat Jun 10 11:41:35 +0000 2017,873505419716460545,RT @offensive_image: Sharia law https://t.co/uB4xqrfpnG,2414713926,CrackerALS
Sat Jun 10 11:41:35 +0000 2017,873505419716460545,RT @offensive_image: Sharia law https://t.co/uB4xqrfpnG,2414713926,CrackerALS
Sat Jun 10 09:19:35 +0000 2017,873469684225462272,RT @ismailcingoz1: İslam İşbirliği Teşkilatında HİZMET'İ terör örgütü ilan ettirmek için çırpınan zavallının tüm dostları terör örgütü… ,771581487950934016,vivagehenna
Sat Jun 10 09:19:35 +0000 2017,873469684225462272,RT @ismailcingoz1: İslam İşbirliği Teşkilatında HİZMET'İ terör örgütü ilan ettirmek için çırpınan zavallının tüm dostları terör örgütü… ,771581487950934016,vivagehenna
Sat Jun 10 08:07:46 +0000 2017,873451611003043840,"RT @writebuild: @polNewsForever Is it sinking in yet, #White #Liberals""? This is what you're generous, big-hearted, selfless politi… ",831651493329580032,Mmarty1230
Sat Jun 10 08:07:46 +0000 2017,873451611003043840,"RT @writebuild: @polNewsForever Is it sinking in yet, #White #Liberals""? This is what you're generous, big-hearted, selfless politi… ",831651493329580032,Mmarty1230
Sat Jun 10 09:03:11 +0000 2017,873465557064056836,"RT @kemalsimsek: Bir karga çıkmış kendince kılavuzluk yapıyor. Aklını derin dondurucuya itinayla yerleştirenler, peşinden gidip layı… ",2225067170,Aqua_Landscape
Sat Jun 10 09:20:29 +0000 2017,873469910743224322,RT @yagizefe: Silivridedeki askerlerin avukatlarını açık açık tehdit ediyor .. https://t.co/43cr9Ibnei,819952525394800640,ZeynepK71586284
Sat Jun 10 09:20:29 +0000 2017,873469910743224322,RT @yagizefe: Silivridedeki askerlerin avukatlarını açık açık tehdit ediyor .. https://t.co/43cr9Ibnei,819952525394800640,ZeynepK71586284
Sat Jun 10 11:25:53 +0000 2017,873501468694851585,"RT @moedolf: *deep breath*
PAAAASSSTAAAAAAAAAAAA https://t.co/xn0PplbH1Q",4066987235,Malaparte_
Sat Jun 10 11:25:53 +0000 2017,873501468694851585,"RT @moedolf: *deep breath*
PAAAASSSTAAAAAAAAAAAA https://t.co/xn0PplbH1Q",4066987235,Malaparte_
Sat Jun 10 10:15:01 +0000 2017,873483634501668865,RT @Third_Position: So '#BlackPanther' is '#WeWozKangz: The Movie' where a secret 23rdCentury city in Ethiopia is kept secret to stop t… ,1549066418,DinoFancellu
Sat Jun 10 10:15:01 +0000 2017,873483634501668865,RT @Third_Position: So '#BlackPanther' is '#WeWozKangz: The Movie' where a secret 23rdCentury city in Ethiopia is kept secret to stop t… ,1549066418,DinoFancellu
Sat Jun 10 09:56:03 +0000 2017,873478861396353024,"RT @Einzelfallinfos: AG ""Migration und Vielfalt"" in der #SPD will ""gesetzlich festgeschriebene interkulturelle Öffnung""
https://t.co/mFJAmJ…",4803516826,KrichdieKrise
Sat Jun 10 09:56:03 +0000 2017,873478861396353024,"RT @Einzelfallinfos: AG ""Migration und Vielfalt"" in der #SPD will ""gesetzlich festgeschriebene interkulturelle Öffnung""
https://t.co/mFJAmJ…",4803516826,KrichdieKrise
Sat Jun 10 09:56:27 +0000 2017,873478962042867713,RT @yagizefe: Bu feryadı duyuralım arkadaşlar. https://t.co/5vyPrIQegO,773892132981633025,Naciyelale3
Sat Jun 10 09:56:27 +0000 2017,873478962042867713,RT @yagizefe: Bu feryadı duyuralım arkadaşlar. https://t.co/5vyPrIQegO,773892132981633025,Naciyelale3
Sat Jun 10 11:07:56 +0000 2017,873496951391760385,"RT @18_Renegade_52: How quickly media tries to sweep aside the faces of our children killed in the name of ""diversity""

Never forgive,… ",14137559,hrlyjm
Sat Jun 10 11:07:56 +0000 2017,873496951391760385,"RT @18_Renegade_52: How quickly media tries to sweep aside the faces of our children killed in the name of ""diversity""

Never forgive,… ",14137559,hrlyjm
Sat Jun 10 10:33:22 +0000 2017,873488252413587456,"SON DAKİKA!
Tanju Çolak, mafya operasyonu kapsamında gözaltına alındı!
https://t.co/fLPxWNSo8V",19063025,sondakika_haber
Sat Jun 10 08:46:24 +0000 2017,873461333383053312,RT @ismailcingoz1: İslam İşbirliği Teşkilatında HİZMET'İ terör örgütü ilan ettirmek için çırpınan zavallının tüm dostları terör örgütü… ,941996292,bulentkurum
Sat Jun 10 08:46:24 +0000 2017,873461333383053312,RT @ismailcingoz1: İslam İşbirliği Teşkilatında HİZMET'İ terör örgütü ilan ettirmek için çırpınan zavallının tüm dostları terör örgütü… ,941996292,bulentkurum
Sat Jun 10 08:46:47 +0000 2017,873461429831127040,"RT @bkenes: Masum insanlara ""terör örgütü"" dedin ey bre ahlaksız harami, attığın iftiraları fazlasıyla yaşamadan bu dünyayı ter… ",763833787,turksetortel
Sat Jun 10 08:46:47 +0000 2017,873461429831127040,"RT @bkenes: Masum insanlara ""terör örgütü"" dedin ey bre ahlaksız harami, attığın iftiraları fazlasıyla yaşamadan bu dünyayı ter… ",763833787,turksetortel
Sat Jun 10 10:16:51 +0000 2017,873484095853961216,"RT @rdviger: Watch the video. In Canada, it seems that @JustinTrudeau wants the migrants to stay and the Canadians to disappear.… ",739500821323255808,kim_dkb
Sat Jun 10 12:20:20 +0000 2017,873515171477671936,"RT @resithaylamaz_1: Herşeyi orada kaldı, anlaşılan! https://t.co/of3ELLFPv8",810158157033013248,omerveadalet1
Sat Jun 10 12:20:20 +0000 2017,873515171477671936,"RT @resithaylamaz_1: Herşeyi orada kaldı, anlaşılan! https://t.co/of3ELLFPv8",810158157033013248,omerveadalet1
Sat Jun 10 07:14:09 +0000 2017,873438117889363969,RT @ismailcingoz1: İslam İşbirliği Teşkilatında HİZMET'İ terör örgütü ilan ettirmek için çırpınan zavallının tüm dostları terör örgütü… ,307041179,AyseTandogan1
Sat Jun 10 07:14:09 +0000 2017,873438117889363969,RT @ismailcingoz1: İslam İşbirliği Teşkilatında HİZMET'İ terör örgütü ilan ettirmek için çırpınan zavallının tüm dostları terör örgütü… ,307041179,AyseTandogan1
Sat Jun 10 09:40:01 +0000 2017,873474826450731008,RT @yagizefe: Bu feryadı duyuralım arkadaşlar. https://t.co/5vyPrIQegO,2327103194,enkarali06
Sat Jun 10 09:40:01 +0000 2017,873474826450731008,RT @yagizefe: Bu feryadı duyuralım arkadaşlar. https://t.co/5vyPrIQegO,2327103194,enkarali06
Sat Jun 10 07:00:21 +0000 2017,873434645026746368,"RT @ismailcingoz1: Kandırıldık, emirlere uyduk deme ŞANSLARI YOK. Bilerek ve isteyerek ORTAKLAR ve ZAMAN AŞIMI OLMAYAN İNSANLIK SUÇLARI İŞL…",608311742,gulinakdag
Sat Jun 10 07:00:21 +0000 2017,873434645026746368,"RT @ismailcingoz1: Kandırıldık, emirlere uyduk deme ŞANSLARI YOK. Bilerek ve isteyerek ORTAKLAR ve ZAMAN AŞIMI OLMAYAN İNSANLIK SUÇLARI İŞL…",608311742,gulinakdag
Sat Jun 10 07:00:31 +0000 2017,873434686982410240,RT @ProfElvanAktas: Daha neleri misliyle yaşayacak... https://t.co/tImljyjgg2,2898341650,Esofmali_sevket
Sat Jun 10 12:04:15 +0000 2017,873511123957551107,"RT @Amercans4YPG: #Raqqa #SDF
""we learnt about the SDF forces’ advance through Ronahî television which we were watching in secret.""
https:/…",136317730,Hieronymouz
Sat Jun 10 12:04:15 +0000 2017,873511123957551107,"RT @Amercans4YPG: #Raqqa #SDF
""we learnt about the SDF forces’ advance through Ronahî television which we were watching in secret.""
https:/…",136317730,Hieronymouz
Sat Jun 10 12:04:48 +0000 2017,873511262365376513,RT @kriptobilgiler: AKP devrim muhafızı ordusunu kuruyor. Çapulcu ruhlu bu güruhun özelliği besleme olması. İkinci evden taktikler iyi alın…,2189223509,serdalpk
Sat Jun 10 12:04:48 +0000 2017,873511262365376513,RT @kriptobilgiler: AKP devrim muhafızı ordusunu kuruyor. Çapulcu ruhlu bu güruhun özelliği besleme olması. İkinci evden taktikler iyi alın…,2189223509,serdalpk
Sat Jun 10 10:35:30 +0000 2017,873488789313925120,"RT @Hayritu: Şimdi şafak öncesi
yalancı bir gece içindesiniz
Yakın  bir  gelecekte
gerçek  şafak  atacak
birde bakacaksınız
her yer ap-ak v…",721575662511878144,mittomurcuklar1
Sat Jun 10 10:35:30 +0000 2017,873488789313925120,"RT @Hayritu: Şimdi şafak öncesi
yalancı bir gece içindesiniz
Yakın  bir  gelecekte
gerçek  şafak  atacak
birde bakacaksınız
her yer ap-ak v…",721575662511878144,mittomurcuklar1
Sat Jun 10 11:28:04 +0000 2017,873502018148720640,"RT @AmyMek: They Tell Us Their Plans 👉START Believing Them! 

Honest Muslim Cleric explains Islam's Plan to Enslave the West.… ",376748053,CovfefeH0mbr3
Sat Jun 10 11:28:04 +0000 2017,873502018148720640,"RT @AmyMek: They Tell Us Their Plans 👉START Believing Them! 

Honest Muslim Cleric explains Islam's Plan to Enslave the West.… ",376748053,CovfefeH0mbr3
Sat Jun 10 08:29:06 +0000 2017,873456979699785728,"RT @muhacirhicret: BM Azerbaycan da koruma altına aldığı Tacı Sentürk'un eşi 
Eşime ulaşamıyoruz 
@mehmetcheliklv https://t.co/xISd1wuXnY",2207295062,Ahsen_ahhsennn
Sat Jun 10 11:09:58 +0000 2017,873497463126208513,"#SDF #YPG #Raqqa #USMC #SOF #Military #USAF 
3 prong attack tightens up applying pressure on ISIS. https://t.co/JYIBNuUutW",3302455838,Amercans4YPG
Sat Jun 10 07:55:17 +0000 2017,873448469469556736,RT @Chequevera06: 'İzmir Marşı'nı söyleyen öğrenciler yatakhaneye kilitlendi' Hayırdır yunan işgalimi var ?!... https://t.co/seIOx6ctgW,822423903112929280,sabircaglayani
Sat Jun 10 10:19:46 +0000 2017,873484829882560512,RT @yagizefe: Bunu yaysak arkadaşlar https://t.co/GyHit5hMlv,2359926702,DedimSevda
